"job_id","sim_id","seed","sim_seed","sim_key","grid_profile","nrep","nsample","p_train","method_preset","a_stage_model","fusion_mode","screen_method","sis_n","sis_rank","lambda_choice","glmnet_alpha","fdr_method","q_thresholds","fdr_scope","top_n","outcome_type","ygen_mode","b_inference","debias_max_targets","coop_rho","bootstrap_repeats","residualize","maaslin2_random_effect","maaslin2_normalization","maaslin2_transform","maaslin2_analysis_method","maaslin2_standardize","snr","n_pathways","TIE"
2635,11,101100,101100,"small_n||10||200||1||continuous||LM||2||10||1","small_n",10,200,1,"custom","lm","late","sis",50,"pvalue","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
2636,12,101200,101200,"small_n||10||200||1||continuous||LM||2||30||1","small_n",10,200,1,"custom","lm","late","sis",50,"pvalue","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
2637,9,100900,100900,"small_n||10||200||1||continuous||LM||1||10||1","small_n",10,200,1,"custom","lm","late","sis",50,"pvalue","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
2638,10,101000,101000,"small_n||10||200||1||continuous||LM||1||30||1","small_n",10,200,1,"custom","lm","late","sis",50,"pvalue","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
2639,11,101100,101100,"small_n||10||200||1||continuous||LM||2||10||1","small_n",10,200,1,"custom","lm","late","sis",50,"pvalue","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
2640,12,101200,101200,"small_n||10||200||1||continuous||LM||2||30||1","small_n",10,200,1,"custom","lm","late","sis",50,"pvalue","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
2641,9,100900,100900,"small_n||10||200||1||continuous||LM||1||10||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.1se",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
2642,10,101000,101000,"small_n||10||200||1||continuous||LM||1||30||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.1se",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
2643,11,101100,101100,"small_n||10||200||1||continuous||LM||2||10||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.1se",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
2644,12,101200,101200,"small_n||10||200||1||continuous||LM||2||30||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.1se",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
2645,9,100900,100900,"small_n||10||200||1||continuous||LM||1||10||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.1se",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
2646,10,101000,101000,"small_n||10||200||1||continuous||LM||1||30||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.1se",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
2647,11,101100,101100,"small_n||10||200||1||continuous||LM||2||10||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.1se",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
2648,12,101200,101200,"small_n||10||200||1||continuous||LM||2||30||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.1se",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
2649,9,100900,100900,"small_n||10||200||1||continuous||LM||1||10||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
2650,10,101000,101000,"small_n||10||200||1||continuous||LM||1||30||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
2651,11,101100,101100,"small_n||10||200||1||continuous||LM||2||10||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
2652,12,101200,101200,"small_n||10||200||1||continuous||LM||2||30||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
2653,9,100900,100900,"small_n||10||200||1||continuous||LM||1||10||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
2654,10,101000,101000,"small_n||10||200||1||continuous||LM||1||30||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
2655,11,101100,101100,"small_n||10||200||1||continuous||LM||2||10||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
2656,12,101200,101200,"small_n||10||200||1||continuous||LM||2||30||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
2657,9,100900,100900,"small_n||10||200||1||continuous||LM||1||10||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.min",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
2658,10,101000,101000,"small_n||10||200||1||continuous||LM||1||30||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.min",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
2659,11,101100,101100,"small_n||10||200||1||continuous||LM||2||10||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.min",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
2660,12,101200,101200,"small_n||10||200||1||continuous||LM||2||30||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.min",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
2661,9,100900,100900,"small_n||10||200||1||continuous||LM||1||10||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.min",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
2662,10,101000,101000,"small_n||10||200||1||continuous||LM||1||30||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.min",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
2663,11,101100,101100,"small_n||10||200||1||continuous||LM||2||10||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.min",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
2664,12,101200,101200,"small_n||10||200||1||continuous||LM||2||30||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.min",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
2665,9,100900,100900,"small_n||10||200||1||continuous||LM||1||10||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
2666,10,101000,101000,"small_n||10||200||1||continuous||LM||1||30||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
2667,11,101100,101100,"small_n||10||200||1||continuous||LM||2||10||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
2668,12,101200,101200,"small_n||10||200||1||continuous||LM||2||30||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
2669,9,100900,100900,"small_n||10||200||1||continuous||LM||1||10||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
2670,10,101000,101000,"small_n||10||200||1||continuous||LM||1||30||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
2671,11,101100,101100,"small_n||10||200||1||continuous||LM||2||10||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
2672,12,101200,101200,"small_n||10||200||1||continuous||LM||2||30||1","small_n",10,200,1,"custom","lm","early","sis",100,"pvalue","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
2673,9,100900,100900,"small_n||10||200||1||continuous||LM||1||10||1","small_n",10,200,1,"custom","lm","intermediate","sis",100,"pvalue","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
2674,10,101000,101000,"small_n||10||200||1||continuous||LM||1||30||1","small_n",10,200,1,"custom","lm","intermediate","sis",100,"pvalue","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
2675,11,101100,101100,"small_n||10||200||1||continuous||LM||2||10||1","small_n",10,200,1,"custom","lm","intermediate","sis",100,"pvalue","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
2676,12,101200,101200,"small_n||10||200||1||continuous||LM||2||30||1","small_n",10,200,1,"custom","lm","intermediate","sis",100,"pvalue","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
2677,9,100900,100900,"small_n||10||200||1||continuous||LM||1||10||1","small_n",10,200,1,"custom","lm","intermediate","sis",100,"pvalue","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
2678,10,101000,101000,"small_n||10||200||1||continuous||LM||1||30||1","small_n",10,200,1,"custom","lm","intermediate","sis",100,"pvalue","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
2679,11,101100,101100,"small_n||10||200||1||continuous||LM||2||10||1","small_n",10,200,1,"custom","lm","intermediate","sis",100,"pvalue","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
2680,12,101200,101200,"small_n||10||200||1||continuous||LM||2||30||1","small_n",10,200,1,"custom","lm","intermediate","sis",100,"pvalue","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
2681,9,100900,100900,"small_n||10||200||1||continuous||LM||1||10||1","small_n",10,200,1,"custom","lm","intermediate","sis",100,"pvalue","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
2682,10,101000,101000,"small_n||10||200||1||continuous||LM||1||30||1","small_n",10,200,1,"custom","lm","intermediate","sis",100,"pvalue","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
2683,11,101100,101100,"small_n||10||200||1||continuous||LM||2||10||1","small_n",10,200,1,"custom","lm","intermediate","sis",100,"pvalue","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
2684,12,101200,101200,"small_n||10||200||1||continuous||LM||2||30||1","small_n",10,200,1,"custom","lm","intermediate","sis",100,"pvalue","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
2685,9,100900,100900,"small_n||10||200||1||continuous||LM||1||10||1","small_n",10,200,1,"custom","lm","intermediate","sis",100,"pvalue","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
2686,10,101000,101000,"small_n||10||200||1||continuous||LM||1||30||1","small_n",10,200,1,"custom","lm","intermediate","sis",100,"pvalue","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
2687,11,101100,101100,"small_n||10||200||1||continuous||LM||2||10||1","small_n",10,200,1,"custom","lm","intermediate","sis",100,"pvalue","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
2688,12,101200,101200,"small_n||10||200||1||continuous||LM||2||30||1","small_n",10,200,1,"custom","lm","intermediate","sis",100,"pvalue","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
2689,9,100900,100900,"small_n||10||200||1||continuous||LM||1||10||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.1se",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
2690,10,101000,101000,"small_n||10||200||1||continuous||LM||1||30||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.1se",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
2691,11,101100,101100,"small_n||10||200||1||continuous||LM||2||10||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.1se",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
2692,12,101200,101200,"small_n||10||200||1||continuous||LM||2||30||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.1se",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
2693,9,100900,100900,"small_n||10||200||1||continuous||LM||1||10||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.1se",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
2694,10,101000,101000,"small_n||10||200||1||continuous||LM||1||30||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.1se",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
2695,11,101100,101100,"small_n||10||200||1||continuous||LM||2||10||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.1se",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
2696,12,101200,101200,"small_n||10||200||1||continuous||LM||2||30||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.1se",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
2697,9,100900,100900,"small_n||10||200||1||continuous||LM||1||10||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
2698,10,101000,101000,"small_n||10||200||1||continuous||LM||1||30||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
2699,11,101100,101100,"small_n||10||200||1||continuous||LM||2||10||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
2700,12,101200,101200,"small_n||10||200||1||continuous||LM||2||30||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.1se",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
2701,9,100900,100900,"small_n||10||200||1||continuous||LM||1||10||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
2702,10,101000,101000,"small_n||10||200||1||continuous||LM||1||30||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
2703,11,101100,101100,"small_n||10||200||1||continuous||LM||2||10||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
2704,12,101200,101200,"small_n||10||200||1||continuous||LM||2||30||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.1se",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
2705,9,100900,100900,"small_n||10||200||1||continuous||LM||1||10||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.min",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
2706,10,101000,101000,"small_n||10||200||1||continuous||LM||1||30||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.min",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
2707,11,101100,101100,"small_n||10||200||1||continuous||LM||2||10||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.min",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
2708,12,101200,101200,"small_n||10||200||1||continuous||LM||2||30||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.min",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
2709,9,100900,100900,"small_n||10||200||1||continuous||LM||1||10||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.min",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
2710,10,101000,101000,"small_n||10||200||1||continuous||LM||1||30||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.min",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
2711,11,101100,101100,"small_n||10||200||1||continuous||LM||2||10||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.min",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
2712,12,101200,101200,"small_n||10||200||1||continuous||LM||2||30||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.min",0.5,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
2713,9,100900,100900,"small_n||10||200||1||continuous||LM||1||10||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
2714,10,101000,101000,"small_n||10||200||1||continuous||LM||1||30||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
2715,11,101100,101100,"small_n||10||200||1||continuous||LM||2||10||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
2716,12,101200,101200,"small_n||10||200||1||continuous||LM||2||30||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.min",1,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
2717,9,100900,100900,"small_n||10||200||1||continuous||LM||1||10||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
2718,10,101000,101000,"small_n||10||200||1||continuous||LM||1||30||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
2719,11,101100,101100,"small_n||10||200||1||continuous||LM||2||10||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,10,1
2720,12,101200,101200,"small_n||10||200||1||continuous||LM||2||30||1","small_n",10,200,1,"custom","lm","late","sis",100,"pvalue","lambda.min",1,"BY","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,2,30,1
2721,9,100900,100900,"small_n||10||200||1||continuous||LM||1||10||1","small_n",10,200,1,"custom","lm","early","sis",200,"pvalue","lambda.1se",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,10,1
2722,10,101000,101000,"small_n||10||200||1||continuous||LM||1||30||1","small_n",10,200,1,"custom","lm","early","sis",200,"pvalue","lambda.1se",0.5,"BH","0.05,0.10,0.15,0.20,0.25","both",50,"continuous","LM","debiased_lasso",200,0.2,0,FALSE,,"NONE","NONE","LM",FALSE,1,30,1
